,Date,Close
131,2023-07-27,111.0
132,2023-07-28,111.0
133,2023-07-31,113.0
134,2023-08-01,112.0
135,2023-08-02,109.0
136,2023-08-03,109.0
137,2023-08-04,108.0
138,2023-08-07,109.0
139,2023-08-08,104.0
140,2023-08-09,93.0
141,2023-08-10,94.0
142,2023-08-11,91.0
143,2023-08-14,91.0
144,2023-08-15,97.0
145,2023-08-16,93.0
146,2023-08-18,92.0
147,2023-08-21,88.0
148,2023-08-22,88.0
149,2023-08-23,86.0
150,2023-08-24,85.0
151,2023-08-25,84.0
152,2023-08-28,85.0
153,2023-08-29,91.0
154,2023-08-30,91.0
155,2023-08-31,96.0
156,2023-09-01,95.0
157,2023-09-04,93.0
158,2023-09-05,90.0
159,2023-09-06,91.0
160,2023-09-07,94.0
161,2023-09-08,93.0
162,2023-09-11,89.0
163,2023-09-12,88.0
164,2023-09-13,87.0
165,2023-09-14,88.0
166,2023-09-15,92.0
167,2023-09-18,92.0
168,2023-09-19,90.0
169,2023-09-20,90.0
170,2023-09-21,88.0
171,2023-09-22,87.0
172,2023-09-25,87.0
173,2023-09-26,87.0
174,2023-09-27,86.0
175,2023-09-29,85.0
176,2023-10-02,85.0
177,2023-10-03,83.0
178,2023-10-04,82.0
179,2023-10-05,84.0
180,2023-10-06,84.0
181,2023-10-09,83.0
182,2023-10-10,82.0
183,2023-10-11,79.0
184,2023-10-12,73.0
185,2023-10-13,67.0
186,2023-10-16,66.0
187,2023-10-17,65.0
188,2023-10-18,63.0
189,2023-10-19,64.0
190,2023-10-20,60.0
191,2023-10-23,63.0
192,2023-10-24,63.0
193,2023-10-25,60.0
194,2023-10-26,57.0
195,2023-10-27,56.0
196,2023-10-30,56.0
197,2023-10-31,60.0
198,2023-11-01,62.0
199,2023-11-02,71.0
200,2023-11-03,70.0
201,2023-11-06,76.0
202,2023-11-07,77.0
203,2023-11-08,76.0
204,2023-11-09,75.0
205,2023-11-10,76.0
206,2023-11-13,79.0
207,2023-11-14,81.0
208,2023-11-15,86.0
209,2023-11-16,86.0
210,2023-11-17,84.0
211,2023-11-20,89.0
212,2023-11-21,88.0
213,2023-11-22,84.0
214,2023-11-23,94.0
215,2023-11-24,94.0
216,2023-11-27,95.0
217,2023-11-28,91.0
218,2023-11-29,94.0
219,2023-11-30,97.0
220,2023-12-01,109.0
221,2023-12-04,100.0
222,2023-12-05,101.0
223,2023-12-06,92.0
224,2023-12-07,95.0
225,2023-12-08,108.0
226,2023-12-11,86.0
227,2023-12-12,94.0
228,2023-12-13,89.0
229,2023-12-14,94.0
230,2023-12-15,93.0
231,2023-12-18,86.0
232,2023-12-19,87.0
233,2023-12-20,88.0
234,2023-12-21,88.0
235,2023-12-22,86.0
236,2023-12-27,85.0
237,2023-12-28,85.0
238,2023-12-29,86.0
239,2024-01-02,87.0
240,2024-01-03,88.0
241,2024-01-04,87.0
242,2024-01-05,86.0
243,2024-01-08,86.0
244,2024-01-09,88.0
245,2024-01-10,87.0
246,2024-01-11,91.0
247,2024-01-12,91.0
248,2024-01-15,91.0
249,2024-01-16,90.0
250,2024-01-17,87.0
251,2024-01-18,87.0
252,2024-01-19,86.0
253,2024-01-22,87.0
254,2024-01-23,85.0
255,2024-01-24,84.0
256,2024-01-25,84.0
257,2024-01-26,82.0
258,2024-01-29,78.0
259,2024-01-30,87.0
260,2024-01-31,88.0
261,2024-02-01,90.0
262,2024-02-02,90.0
263,2024-02-05,84.0
264,2024-02-06,84.0
265,2024-02-07,84.0
266,2024-02-12,86.0
267,2024-02-13,86.0
268,2024-02-15,85.0
269,2024-02-16,83.0
270,2024-02-19,84.0
271,2024-02-20,83.0
272,2024-02-21,80.0
273,2024-02-22,79.0
274,2024-02-23,79.0
275,2024-02-26,78.0
276,2024-02-27,80.0
277,2024-02-28,75.0
278,2024-02-29,71.0
279,2024-03-01,69.0
280,2024-03-04,64.0
281,2024-03-05,63.0
282,2024-03-06,74.0
283,2024-03-07,70.0
284,2024-03-08,70.0
285,2024-03-13,67.0
286,2024-03-14,70.0
287,2024-03-15,71.0
288,2024-03-18,73.0
289,2024-03-19,72.0
290,2024-03-20,65.0
291,2024-03-21,67.0
292,2024-03-22,68.0
293,2024-03-25,68.0
294,2024-03-26,68.0
295,2024-03-27,66.0
296,2024-03-28,69.0
297,2024-04-01,68.0
298,2024-04-02,70.0
299,2024-04-03,68.0
300,2024-04-04,69.0
301,2024-04-05,68.0
302,2024-04-16,65.0
303,2024-04-17,62.0
304,2024-04-18,62.0
305,2024-04-19,59.0
306,2024-04-22,59.0
307,2024-04-23,61.0
308,2024-04-24,64.0
309,2024-04-25,62.0
310,2024-04-26,61.0
311,2024-04-29,63.0
312,2024-04-30,63.0
313,2024-05-02,63.0
314,2024-05-03,66.0
315,2024-05-06,69.0
316,2024-05-07,65.0
317,2024-05-08,67.0
318,2024-05-13,67.0
319,2024-05-14,65.0
320,2024-05-15,66.0
321,2024-05-16,66.0
322,2024-05-17,66.0
323,2024-05-20,65.0
324,2024-05-21,64.0
325,2024-05-22,66.0
326,2024-05-27,70.0
327,2024-05-28,74.0
328,2024-05-29,71.0
329,2024-05-30,67.0
330,2024-05-31,65.0
331,2024-06-03,64.0
332,2024-06-04,61.0
333,2024-06-05,59.0
334,2024-06-06,60.0
335,2024-06-07,58.0
336,2024-06-10,56.0
337,2024-06-11,53.0
338,2024-06-12,52.0
339,2024-06-13,52.0
340,2024-06-14,52.0
341,2024-06-19,50.0
342,2024-06-20,50.0
343,2024-06-21,50.0
344,2024-06-24,51.0
345,2024-06-25,50.0
346,2024-06-26,50.0
347,2024-06-27,50.0
348,2024-06-28,50.0
349,2024-07-01,50.0
350,2024-07-02,50.0
351,2024-07-03,50.0
352,2024-07-04,50.0
353,2024-07-05,50.0
354,2024-07-08,50.0
355,2024-07-09,50.0
356,2024-07-10,50.0
357,2024-07-11,50.0
358,2024-07-12,50.0
359,2024-07-15,50.0
360,2024-07-16,50.0
361,2024-07-17,51.0
362,2024-07-18,51.0
363,2024-07-19,50.0
364,2024-07-22,51.0
365,2024-07-23,55.0
366,2024-07-24,54.0
367,2024-07-25,54.0
368,2024-07-26,53.0
369,2024-07-29,54.0
370,2024-07-30,55.0
371,2024-07-31,53.0
372,2024-08-01,53.0
373,2024-08-02,53.0
374,2024-08-05,51.0
375,2024-08-06,50.0
376,2024-08-07,50.0
377,2024-08-08,50.0
378,2024-08-09,51.0
379,2024-08-12,51.0
380,2024-08-13,52.0
381,2024-08-14,53.0
382,2024-08-15,54.0
383,2024-08-16,54.0
384,2024-08-19,54.0
385,2024-08-20,53.0
386,2024-08-21,53.0
387,2024-08-22,52.0
388,2024-08-23,53.0
389,2024-08-26,52.0
390,2024-08-27,52.0
391,2024-08-28,51.0
392,2024-08-29,51.0
393,2024-08-30,52.0
394,2024-09-02,53.0
395,2024-09-03,52.0
396,2024-09-04,52.0
397,2024-09-05,52.0
398,2024-09-06,53.0
399,2024-09-09,53.0
400,2024-09-10,56.0
401,2024-09-11,56.0
402,2024-09-12,60.0
403,2024-09-13,61.0
404,2024-09-17,65.0
405,2024-09-18,61.0
406,2024-09-19,63.0
407,2024-09-20,63.0
408,2024-09-23,65.0
409,2024-09-24,63.0
410,2024-09-25,66.0
411,2024-09-26,70.0
412,2024-09-27,70.0
413,2024-09-30,66.0
414,2024-10-01,67.0
415,2024-10-02,65.0
416,2024-10-03,64.0
417,2024-10-04,60.0
418,2024-10-07,60.0
419,2024-10-08,60.0
420,2024-10-09,60.0
421,2024-10-10,60.0
422,2024-10-11,60.0
423,2024-10-14,65.0
424,2024-10-15,66.0
425,2024-10-16,68.0
426,2024-10-17,68.0
427,2024-10-18,68.0
428,2024-10-21,68.0
429,2024-10-22,72.0
430,2024-10-23,74.0
431,2024-10-24,72.0
432,2024-10-25,70.0
433,2024-10-28,68.0
434,2024-10-29,70.0
435,2024-10-30,71.0
436,2024-10-31,68.0
437,2024-11-01,68.0
438,2024-11-04,65.0
439,2024-11-05,66.0
440,2024-11-06,64.0
441,2024-11-07,61.0
442,2024-11-08,63.0
443,2024-11-11,65.0
444,2024-11-12,68.0
445,2024-11-13,67.0
446,2024-11-14,65.0
447,2024-11-15,64.0
448,2024-11-18,68.0
449,2024-11-19,74.0
450,2024-11-20,72.0
451,2024-11-21,72.0
452,2024-11-22,78.0
453,2024-11-25,76.0
454,2024-11-26,74.0
455,2024-11-28,72.0
456,2024-11-29,71.0
457,2024-12-02,70.0
458,2024-12-03,75.0
459,2024-12-04,75.0
460,2024-12-05,75.0
461,2024-12-06,77.0
462,2024-12-09,78.0
463,2024-12-10,80.0
464,2024-12-11,78.0
465,2024-12-12,77.0
466,2024-12-13,76.0
467,2024-12-16,72.0
468,2024-12-17,70.0
469,2024-12-18,70.0
470,2024-12-19,68.0
471,2024-12-20,69.0
472,2024-12-23,71.0
473,2024-12-24,68.0
474,2024-12-27,63.0
475,2024-12-30,70.0
476,2025-01-02,71.0
477,2025-01-03,78.0
478,2025-01-06,80.0
479,2025-01-07,80.0
480,2025-01-08,80.0
481,2025-01-09,80.0
482,2025-01-10,81.0
483,2025-01-13,79.0
484,2025-01-14,80.0
485,2025-01-15,80.0
486,2025-01-16,80.0
487,2025-01-17,84.0
488,2025-01-20,86.0
489,2025-01-21,84.0
490,2025-01-22,84.0
491,2025-01-23,86.0
492,2025-01-24,83.0
493,2025-01-30,80.0
494,2025-01-31,81.0
495,2025-02-03,81.0
496,2025-02-04,87.0
497,2025-02-05,85.0
498,2025-02-06,83.0
499,2025-02-07,83.0
500,2025-02-10,82.0
501,2025-02-11,81.0
502,2025-02-12,83.0
503,2025-02-13,81.0
504,2025-02-14,81.0
505,2025-02-17,82.0
506,2025-02-18,79.0
507,2025-02-19,80.0
508,2025-02-20,80.0
509,2025-02-21,80.0
510,2025-02-24,79.0
511,2025-02-25,78.0
512,2025-02-26,77.0
513,2025-02-27,76.0
514,2025-02-28,75.0
515,2025-03-03,80.0
516,2025-03-04,77.0
517,2025-03-05,82.0
518,2025-03-06,82.0
519,2025-03-07,86.0
520,2025-03-10,85.0
521,2025-03-11,80.0
522,2025-03-12,83.0
523,2025-03-13,81.0
524,2025-03-14,80.0
525,2025-03-17,79.0
526,2025-03-18,83.0
527,2025-03-19,82.0
528,2025-03-20,81.0
529,2025-03-21,81.0
530,2025-03-24,80.0
531,2025-03-25,79.0
532,2025-03-26,83.0
533,2025-03-27,83.0
534,2025-04-08,71.0
535,2025-04-09,67.0
536,2025-04-10,76.0
537,2025-04-11,77.0
538,2025-04-14,80.0
539,2025-04-15,79.0
540,2025-04-16,80.0
541,2025-04-17,80.0
542,2025-04-21,79.0
543,2025-04-22,79.0
544,2025-04-23,80.0
545,2025-04-24,80.0
546,2025-04-25,84.0
547,2025-04-28,82.0
548,2025-04-29,85.0
549,2025-04-30,85.0
550,2025-05-02,82.0
551,2025-05-05,83.0
552,2025-05-06,83.0
553,2025-05-07,84.0
554,2025-05-08,81.0
555,2025-05-09,81.0
556,2025-05-14,79.0
557,2025-05-15,73.0
558,2025-05-16,73.0
559,2025-05-19,71.0
560,2025-05-20,72.0
561,2025-05-21,70.0
